"site","date","approach","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",NA,186,"Stenelmis"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",NA,NA,349,"Elmidae"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Psephenus","Psephenus herricki",13,"Psephenus herricki"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",NA,146,"Tanytarsus"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,240,"Chironomidae"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium meririvulanum",503,"Maccaffertium meririvulanum"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",18,"Nigronia fasciatus"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",NA,96,"Calopteryx"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",NA,959,"Tallaperla"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",NA,177,"Eccoptura"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",126,"Diplectrona metaqui"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",2264,"Diplectrona modesta"
"TLA01",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Philopotamidae","Wormaldia",NA,19,"Wormaldia"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",NA,556,"Optioservus"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",11,"Oulimnius latiusculus"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",NA,3467,"Stenelmis"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",NA,12,"Palpomyia"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,NA,9,"Ceratopogonidae"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",NA,51,"Cryptochironomus"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella",NA,30,"Parakiefferiella"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius",NA,35,"Paraphaenocladius"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",NA,8,"Tanytarsus"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,76,"Chironomidae"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Antocha",NA,24,"Antocha"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",NA,261,"Simulium"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",43,"Nigronia fasciatus"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Kalyptogaster","Kalyptogaster erronea",137,"Kalyptogaster erronea"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",NA,465,"Leuctra"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",NA,NA,158,"Leuctridae"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",NA,63,"Eccoptura"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",1065,"Perlesta nelsoni"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",876,"Diplectrona modesta"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche betteni",41,"Hydropsyche betteni"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",127,"Pycnopsyche antica"
"TLC01",2022-06-09,"3","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",17,"Lacunicambarus acanthura"
"TLM01",2022-06-09,"1_3","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais",NA,16,"Nais"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Arachnida","Trombidiformes",NA,NA,NA,35,"Trombidiformes"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",NA,332,"Dubiraphia"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",NA,267,"Optioservus"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",13,"Oulimnius latiusculus"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",NA,756,"Stenelmis"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",NA,174,"Cryptochironomus"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",NA,48,"Rheotanytarsus"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",NA,39,"Tanytarsus"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemannimyia",NA,68,"Thienemannimyia"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,154,"Chironomidae"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes",NA,14,"Roederiodes"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",NA,31,"Ephemerella"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Ephemeroptera",NA,NA,NA,55,"Ephemeroptera"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",15,"Nigronia fasciatus"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra tenuis",8,"Leuctra tenuis"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",NA,80,"Eccoptura"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",274,"Perlesta nelsoni"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",NA,60,"Cheumatopsyche"
"TLM01",2022-06-09,"1_3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",10,"Diplectrona modesta"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",NA,122,"Dubiraphia"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",NA,319,"Optioservus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",NA,8,"Oulimnius"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",NA,438,"Stenelmis"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",NA,NA,1810,"Elmidae"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Atrichopogon",NA,18,"Atrichopogon"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",NA,23,"Palpomyia"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",NA,NA,29,"Ceratopogonidae"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus",NA,20,"Chironomus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia",NA,8,"Conchapelopia"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes",NA,27,"Limnophyes"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",NA,24,"Parametriocnemus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",NA,11,"Tanytarsus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Xylotopus",NA,9,"Xylotopus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,908,"Chironomidae"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Dolichopodidae",NA,NA,8,"Dolichopodidae"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Hemerodromia",NA,102,"Hemerodromia"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ptychopteridae","Bittacomorpha","Bittacomorpha clavipes",72,"Bittacomorpha clavipes"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",NA,307,"Simulium"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera",NA,NA,NA,41,"Ephemeroptera"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",335,"Nigronia fasciatus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",144,"Nigronia serricornis"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Odonata","Aeshnidae","Boyeria",NA,43,"Boyeria"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Cordulegaster",NA,113,"Cordulegaster"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus graslinellus",42,"Gomphus graslinellus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",NA,NA,92,"Leuctridae"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",NA,1186,"Tallaperla"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Heteroplectron","Heteroplectron americanum",8,"Heteroplectron americanum"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Dipseudopsidae","Phylocentropus","Phylocentropus carolinus",36,"Phylocentropus carolinus"
"TLM06",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",67,"Diplectrona modesta"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",NA,98,"Optioservus"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",NA,23,"Oulimnius"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",NA,215,"Stenelmis"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",NA,NA,71,"Elmidae"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Psephenus","Psephenus herricki",12,"Psephenus herricki"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Ptilodactylidae","Ptilodactyla","Ptilodactyla serricollis",242,"Ptilodactyla serricollis"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",NA,14,"Palpomyia"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",NA,48,"Cryptochironomus"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius",NA,16,"Paraphaenocladius"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",NA,10,"Rheotanytarsus"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus","Tanytarsus guerlus",34,"Tanytarsus guerlus"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella",NA,8,"Thienemanniella"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Microvelia","Microvelia americana",16,"Microvelia americana"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Hemiptera","Veliidae","Rhagovelia",NA,212,"Rhagovelia"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus",NA,9,"Gomphus"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Stylogomphus",NA,212,"Stylogomphus"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",NA,834,"Leuctra"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",NA,NA,12,"Leuctridae"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla nr. holochlora BOLD:AAB1101",2976,"Isoperla nr. holochlora BOLD:AAB1101"
"TLM10",2022-06-09,"3","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",NA,209,"Cambarus"
"TLM10",2022-06-09,"3","Eukaryota","Mollusca","Gastropoda","unk_order","Pleuroceridae","Elimia",NA,152,"Elimia"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",NA,146,"Dubiraphia"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",NA,8,"Oulimnius"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",NA,70,"Stenelmis"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",NA,NA,115,"Elmidae"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus",NA,33,"Cricotopus"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",NA,9,"Parametriocnemus"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",NA,77,"Rheotanytarsus"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",NA,106,"Tanytarsus"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,123,"Chironomidae"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Tipulidae","Tipula",NA,56,"Tipula"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",NA,46,"Leuctra"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla","Tallaperla cornelia",8,"Tallaperla cornelia"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura","Eccoptura xanthenes",33,"Eccoptura xanthenes"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",61,"Perlesta nelsoni"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",10,"Diplectrona metaqui"
"TLM16",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",608,"Diplectrona modesta"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,111,"Sarcoptiformes"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia",NA,377,"Conchapelopia"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella boltoni",155,"Stempellinella boltoni"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota",NA,71,"Dicranota"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Heteroplectron","Heteroplectron americanum",11,"Heteroplectron americanum"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",363,"Diplectrona metaqui"
"TLM19",2022-06-10,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",135,"Lepidostoma latipenne"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",NA,NA,81,"Elmidae"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",NA,19,"Simulium"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae",NA,NA,13,"Simuliidae"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",NA,1108,"Ephemerella"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",13,"Eurylophella verisimilis"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla","Haploperla brevis",8,"Haploperla brevis"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",NA,101,"Tallaperla"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",30,"Diplectrona modesta"
"TLA01",2022-03-29,"2","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",NA,1880,"Cambarus"
"TLA01",2022-08-12,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Psephenus",NA,16,"Psephenus"
"TLA01",2022-08-12,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,58,"Chironomidae"
